STATE OF DISPLACEMET,STATE CODE,LOCALITY OF DISPLACEMENT,LOCALITY_ CODE,IDPs,HHs,  SUDANESE  , NON SUDANESE,State_Of_Origin,IDPs_by_state_of_origin
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, Khartoum,82529
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, North Darfur,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, North Kordofan,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, Sennar,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, South Darfur,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, South Kordofan,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, West Darfur,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, West Kordofan,0
White Nile,SD09,Rabak,SD09046,92295,18232,92295,0, White Nile,208
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, Aj Jazirah,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, Central Darfur,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, East Darfur,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, Khartoum,17483
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, North Darfur,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, North Kordofan,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, Sennar,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, South Darfur,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, South Kordofan,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, West Darfur,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, West Kordofan,0
White Nile,SD09,Tendalti,SD09048,17483,3473,17483,0, White Nile,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, Aj Jazirah,1448
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, Central Darfur,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, East Darfur,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, Khartoum,9933
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, North Darfur,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, North Kordofan,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, Sennar,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, South Darfur,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, South Kordofan,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, West Darfur,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, West Kordofan,0
White Nile,SD09,Um Rimta,SD09045,13790,2750,13790,0, White Nile,2409
